trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1092,False,"{'a': 0.5, 'e': 0.3447999999999653}",20,2,24.945359718332266,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1093,False,"{'a': 0.5, 'e': 0.3441999999999653}",30,17,-41.12826559394433,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1094,False,"{'a': 0.5, 'e': 0.3435999999999653}",25,18,14.795367109027355,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.5, 'e': 0.34299999999996533}",20,5,-5.43888180541696,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1096,False,"{'a': 0.5, 'e': 0.34239999999996534}",25,-4,-55.70839163089851,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 1}",0
1097,False,"{'a': 0.5, 'e': 0.34179999999996535}",20,12,-9.85153001132116,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1098,False,"{'a': 0.5, 'e': 0.34119999999996536}",25,15,-2.031490640231768,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1099,False,"{'a': 0.5, 'e': 0.3405999999999654}",20,-6,10.148787722300852,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",0
1100,False,"{'a': 0.5, 'e': 0.3399999999999654}",20,14,5.2618984287937955,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.5, 'e': 0.3393999999999654}",20,-7,13.781165651093996,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",0
1102,False,"{'a': 0.5, 'e': 0.3387999999999654}",25,11,-15.189143638167113,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
1103,False,"{'a': 0.5, 'e': 0.3381999999999654}",30,18,9.944411266327581,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1104,False,"{'a': 0.5, 'e': 0.3375999999999654}",20,-10,-4.818295446147248,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
1105,False,"{'a': 0.5, 'e': 0.33699999999996544}",30,18,-50.25530806480322,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
1106,False,"{'a': 0.5, 'e': 0.33639999999996545}",20,6,-16.953439680335812,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1107,False,"{'a': 0.5, 'e': 0.33579999999996546}",25,1,7.892907274985646,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
1108,False,"{'a': 0.5, 'e': 0.33519999999996547}",25,17,15.555472423843177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.5, 'e': 0.3345999999999655}",25,15,-5.186606324149447,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1110,False,"{'a': 0.5, 'e': 0.3339999999999655}",30,5,24.891578746113968,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.5, 'e': 0.3333999999999655}",20,3,-14.743738599941363,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
1112,False,"{'a': 0.5, 'e': 0.3327999999999655}",20,16,8.67894231052978,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.5, 'e': 0.3321999999999655}",30,-4,18.90778848838664,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 1}",0
1114,False,"{'a': 0.5, 'e': 0.33159999999996553}",20,7,1.9420685003659695,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1115,False,"{'a': 0.5, 'e': 0.33099999999996554}",20,9,-34.29284840864183,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
1116,False,"{'a': 0.5, 'e': 0.33039999999996555}",20,11,12.17513281272525,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.5, 'e': 0.32979999999996557}",20,2,10.750400051911967,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1118,False,"{'a': 0.5, 'e': 0.3291999999999656}",20,5,-60.873326703306574,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
1119,False,"{'a': 0.5, 'e': 0.3285999999999656}",30,13,13.295219608874538,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.5, 'e': 0.3279999999999656}",30,6,26.536768772483605,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1121,False,"{'a': 0.5, 'e': 0.3273999999999656}",30,20,10.436184073264009,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.5, 'e': 0.3267999999999656}",30,10,-32.49389875985575,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
1123,False,"{'a': 0.5, 'e': 0.32619999999996563}",25,15,-22.050240867222346,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1124,False,"{'a': 0.5, 'e': 0.32559999999996564}",25,-13,10.703663550476056,"{0: 35, 1: 1, 2: 1, 3: 0, 4: 1}",0
1125,False,"{'a': 0.5, 'e': 0.32499999999996565}",30,15,4.457671809661265,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1126,False,"{'a': 0.5, 'e': 0.32439999999996566}",20,-3,6.172905628061361,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",0
1127,False,"{'a': 0.5, 'e': 0.32379999999996567}",30,13,-22.532377602582848,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
1128,False,"{'a': 0.5, 'e': 0.3231999999999657}",30,14,29.806147549357355,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.5, 'e': 0.3225999999999657}",20,16,7.816950985847022,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.5, 'e': 0.3219999999999657}",35,26,7.074322987960644,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1131,False,"{'a': 0.5, 'e': 0.3213999999999657}",20,2,-34.022191665677454,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1132,False,"{'a': 0.5, 'e': 0.3207999999999657}",25,11,24.862206350363763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.5, 'e': 0.32019999999996573}",35,18,-39.37692743378791,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
1134,False,"{'a': 0.5, 'e': 0.31959999999996574}",20,15,4.083204851723196,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.5, 'e': 0.31899999999996576}",25,11,26.496746159450787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.5, 'e': 0.31839999999996577}",20,2,-18.14003500696289,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
1137,False,"{'a': 0.5, 'e': 0.3177999999999658}",20,-3,20.480296269608765,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",0
1138,False,"{'a': 0.5, 'e': 0.3171999999999658}",20,8,-2.325535004262849,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1139,False,"{'a': 0.5, 'e': 0.3165999999999658}",30,13,-12.716300824540449,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
1140,False,"{'a': 0.5, 'e': 0.3159999999999658}",20,12,15.986238984560439,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.5, 'e': 0.3153999999999658}",20,8,-20.84560655342744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1142,False,"{'a': 0.5, 'e': 0.31479999999996583}",20,2,9.885577869638883,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1143,False,"{'a': 0.5, 'e': 0.31419999999996584}",25,16,5.645234583039227,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1144,False,"{'a': 0.5, 'e': 0.31359999999996585}",25,19,10.919581834802852,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.5, 'e': 0.31299999999996586}",25,11,-11.740038176270435,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1146,False,"{'a': 0.5, 'e': 0.31239999999996587}",30,16,1.8986188921357954,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1147,False,"{'a': 0.5, 'e': 0.3117999999999659}",20,12,15.203182781279413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.5, 'e': 0.3111999999999659}",20,-3,-16.151932670629872,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 0}",0
1149,False,"{'a': 0.5, 'e': 0.3105999999999659}",25,20,9.761188102192609,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.5, 'e': 0.3099999999999659}",20,8,11.094306481524331,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1151,False,"{'a': 0.5, 'e': 0.3093999999999659}",20,-3,-42.16940084502363,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",0
1152,False,"{'a': 0.5, 'e': 0.30879999999996594}",20,-2,-6.761269968998732,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",0
1153,False,"{'a': 0.5, 'e': 0.30819999999996595}",20,13,2.633699694814594,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1154,False,"{'a': 0.5, 'e': 0.30759999999996596}",20,9,5.433593671332773,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1155,False,"{'a': 0.5, 'e': 0.30699999999996597}",20,-5,-104.1248774194596,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
1156,False,"{'a': 0.5, 'e': 0.306399999999966}",30,11,5.6881629637739755,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1157,False,"{'a': 0.5, 'e': 0.305799999999966}",25,0,6.410067353949686,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
1158,False,"{'a': 0.5, 'e': 0.305199999999966}",25,12,17.300444552556094,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.5, 'e': 0.304599999999966}",30,0,-12.870086667604209,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",1
1160,False,"{'a': 0.5, 'e': 0.303999999999966}",25,7,21.19717906518688,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.5, 'e': 0.30339999999996603}",20,16,8.299290215974064,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.5, 'e': 0.30279999999996604}",20,2,-48.106522176696764,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
1163,False,"{'a': 0.5, 'e': 0.30219999999996605}",20,11,6.958613839080776,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1164,False,"{'a': 0.5, 'e': 0.30159999999996606}",25,15,-6.014137654835694,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1165,False,"{'a': 0.5, 'e': 0.3009999999999661}",35,16,10.98754149316525,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.3003999999999661}",20,3,-64.46717261488504,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
1167,False,"{'a': 0.5, 'e': 0.2997999999999661}",20,12,15.093004430513616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.5, 'e': 0.2991999999999661}",35,18,-53.89954415383632,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
1169,False,"{'a': 0.5, 'e': 0.2985999999999661}",25,13,2.8788228661622712,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1170,False,"{'a': 0.5, 'e': 0.2979999999999661}",20,10,7.1544734259030855,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.5, 'e': 0.29739999999996614}",30,12,6.090436149910615,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.5, 'e': 0.29679999999996615}",25,8,-66.41182082505757,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 1}",1
1173,False,"{'a': 0.5, 'e': 0.29619999999996616}",30,7,-37.85895483583564,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
1174,False,"{'a': 0.5, 'e': 0.29559999999996617}",20,9,6.3341860570711175,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1175,False,"{'a': 0.5, 'e': 0.2949999999999662}",25,10,-21.91067596239392,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1176,False,"{'a': 0.5, 'e': 0.2943999999999662}",20,13,2.4556110107287816,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1177,False,"{'a': 0.5, 'e': 0.2937999999999662}",20,2,9.258920712201547,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1178,False,"{'a': 0.5, 'e': 0.2931999999999662}",20,11,4.574716317921803,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1179,False,"{'a': 0.5, 'e': 0.2925999999999662}",25,18,11.637113889372033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.5, 'e': 0.29199999999996623}",20,15,6.894130485421785,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.5, 'e': 0.29139999999996624}",20,12,4.068351665994795,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1182,False,"{'a': 0.5, 'e': 0.29079999999996625}",20,15,9.566671393475794,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.5, 'e': 0.29019999999996626}",30,6,0.6765472777789305,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
1184,False,"{'a': 0.5, 'e': 0.2895999999999663}",30,11,-1.3487059446473264,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
1185,False,"{'a': 0.5, 'e': 0.2889999999999663}",20,13,3.3626151625490763,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1186,False,"{'a': 0.5, 'e': 0.2883999999999663}",35,21,3.334393015725037,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1187,False,"{'a': 0.5, 'e': 0.2877999999999663}",30,23,0.6725848092450954,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1188,False,"{'a': 0.5, 'e': 0.2871999999999663}",20,14,0.2725662122882224,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1189,False,"{'a': 0.5, 'e': 0.2865999999999663}",25,19,-10.208982853044972,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1190,False,"{'a': 0.5, 'e': 0.28599999999996634}",25,13,-24.69029947436092,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
1191,False,"{'a': 0.5, 'e': 0.28539999999996635}",20,2,-37.4594525214073,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1192,False,"{'a': 0.5, 'e': 0.28479999999996636}",30,12,-9.885262090900058,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
1193,False,"{'a': 0.5, 'e': 0.28419999999996637}",25,11,-13.941362534723485,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
1194,False,"{'a': 0.5, 'e': 0.2835999999999664}",20,5,-27.10850022449273,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1195,False,"{'a': 0.5, 'e': 0.2829999999999664}",25,17,7.273393108891162,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1196,False,"{'a': 0.5, 'e': 0.2823999999999664}",20,10,12.83031964633922,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.5, 'e': 0.2817999999999664}",20,6,-10.21185670505065,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'a': 0.5, 'e': 0.2811999999999664}",20,14,10.917557213912215,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.5, 'e': 0.28059999999996643}",25,5,28.81158425551223,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.5, 'e': 0.27999999999996644}",25,-3,-28.613381602004004,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 1}",0
1201,False,"{'a': 0.5, 'e': 0.27939999999996645}",20,4,-16.482575610235426,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
1202,False,"{'a': 0.5, 'e': 0.27879999999996646}",25,14,-4.536755800293009,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1203,False,"{'a': 0.5, 'e': 0.2781999999999665}",35,15,11.298047291360547,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
1204,False,"{'a': 0.5, 'e': 0.2775999999999665}",30,0,-43.094379836281945,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 2}",1
1205,False,"{'a': 0.5, 'e': 0.2769999999999665}",25,-7,-1.5332210929606727,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 0}",0
1206,False,"{'a': 0.5, 'e': 0.2763999999999665}",25,3,5.63616494258274,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1207,False,"{'a': 0.5, 'e': 0.2757999999999665}",20,12,3.7327523044034256,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1208,False,"{'a': 0.5, 'e': 0.2751999999999665}",20,4,-34.52889361339744,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
1209,False,"{'a': 0.5, 'e': 0.27459999999996654}",30,12,10.482405963943103,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1210,False,"{'a': 0.5, 'e': 0.27399999999996655}",20,8,-15.985111072989186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1211,False,"{'a': 0.5, 'e': 0.27339999999996656}",35,21,15.047667079158547,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.5, 'e': 0.27279999999996657}",25,8,10.646723089328443,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1213,False,"{'a': 0.5, 'e': 0.2721999999999666}",25,9,17.32504744530085,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1214,False,"{'a': 0.5, 'e': 0.2715999999999666}",25,8,4.19729082684552,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1215,False,"{'a': 0.5, 'e': 0.2709999999999666}",25,16,19.689939904774803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.5, 'e': 0.2703999999999666}",25,11,-1.5264362492735553,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1217,False,"{'a': 0.5, 'e': 0.2697999999999666}",25,12,-40.980339761121726,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1218,False,"{'a': 0.5, 'e': 0.26919999999996663}",35,11,31.997142647232135,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.5, 'e': 0.26859999999996664}",25,13,26.49689548235442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.5, 'e': 0.26799999999996665}",25,10,31.829251332780522,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.5, 'e': 0.26739999999996666}",25,5,-19.232330010865294,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1222,False,"{'a': 0.5, 'e': 0.2667999999999667}",20,13,5.732348510591697,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1223,False,"{'a': 0.5, 'e': 0.2661999999999667}",20,12,10.9939082877541,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.5, 'e': 0.2655999999999667}",30,11,-21.55042381953332,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 0}",1
1225,False,"{'a': 0.5, 'e': 0.2649999999999667}",30,-2,19.566877873320493,"{0: 29, 1: 0, 2: 3, 3: 0, 4: 0}",0
1226,False,"{'a': 0.5, 'e': 0.2643999999999667}",25,18,-36.9376254035821,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
1227,False,"{'a': 0.5, 'e': 0.26379999999996673}",20,10,-5.400291103908381,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1228,False,"{'a': 0.5, 'e': 0.26319999999996674}",25,7,31.919729019758435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.5, 'e': 0.26259999999996675}",25,-8,-35.336745768060034,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 2}",0
1230,False,"{'a': 0.5, 'e': 0.26199999999996676}",25,13,21.384787101684807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.5, 'e': 0.26139999999996677}",25,10,-36.958594422043284,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1232,False,"{'a': 0.5, 'e': 0.2607999999999668}",25,12,5.12131983853737,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.5, 'e': 0.2601999999999668}",30,10,4.710742411951916,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1234,False,"{'a': 0.5, 'e': 0.2595999999999668}",25,3,15.455617460166106,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1235,False,"{'a': 0.5, 'e': 0.2589999999999668}",25,-3,-18.380928238283595,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",0
1236,False,"{'a': 0.5, 'e': 0.2583999999999668}",20,14,9.47383491065095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.5, 'e': 0.25779999999996683}",25,4,-25.08034255037666,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
1238,False,"{'a': 0.5, 'e': 0.25719999999996684}",20,6,21.84694183984488,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.5, 'e': 0.25659999999996685}",20,8,-18.68484771459292,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.25599999999996687}",20,11,-24.714510669934008,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.2553999999999669}",20,15,-1.3141726139605776,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1242,False,"{'a': 0.5, 'e': 0.2547999999999669}",20,3,-42.19449010451391,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 0}",1
1243,False,"{'a': 0.5, 'e': 0.2541999999999669}",25,14,12.29599972917064,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.5, 'e': 0.2535999999999669}",30,19,19.763056340943645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.2529999999999669}",30,15,25.90549383396519,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.5, 'e': 0.25239999999996693}",25,18,14.264478655872512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.5, 'e': 0.25179999999996694}",25,14,11.981755428838598,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.5, 'e': 0.25119999999996695}",25,11,-30.862642151210565,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
1249,False,"{'a': 0.5, 'e': 0.25059999999996696}",20,11,19.18709840315018,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.5, 'e': 0.24999999999996697}",20,5,-0.29723774721091223,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1251,False,"{'a': 0.5, 'e': 0.24939999999996698}",20,8,-28.910962172738504,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
1252,False,"{'a': 0.5, 'e': 0.248799999999967}",20,-2,-9.044984502134751,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",0
1253,False,"{'a': 0.5, 'e': 0.248199999999967}",25,4,12.446494468951094,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1254,False,"{'a': 0.5, 'e': 0.247599999999967}",20,13,13.671670150267412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.24699999999996702}",25,16,19.41985315055677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.24639999999996703}",20,4,24.46166748507885,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.5, 'e': 0.24579999999996704}",20,14,15.71902822136079,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.5, 'e': 0.24519999999996706}",20,16,6.515214138710316,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.5, 'e': 0.24459999999996707}",20,5,29.030962196059033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.5, 'e': 0.24399999999996708}",20,8,23.034126409371147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.2433999999999671}",30,18,-26.41351888948691,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1262,False,"{'a': 0.5, 'e': 0.2427999999999671}",20,-10,-32.584833738721656,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
1263,False,"{'a': 0.5, 'e': 0.2421999999999671}",30,21,3.2942418608695627,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.24159999999996712}",25,1,-68.08200493829372,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 2}",1
1265,False,"{'a': 0.5, 'e': 0.24099999999996713}",30,8,23.07148402032261,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.24039999999996714}",20,-11,27.622062070035387,"{0: 28, 1: 2, 2: 1, 3: 0, 4: 0}",0
1267,False,"{'a': 0.5, 'e': 0.23979999999996715}",35,21,10.206913123608679,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.23919999999996716}",20,11,7.942524651860317,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.5, 'e': 0.23859999999996717}",25,15,-21.68616810826025,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1270,False,"{'a': 0.5, 'e': 0.23799999999996718}",20,11,-19.546160143194584,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
1271,False,"{'a': 0.5, 'e': 0.2373999999999672}",25,6,-5.994643191343272,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1272,False,"{'a': 0.5, 'e': 0.2367999999999672}",35,16,4.973359000121815,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1273,False,"{'a': 0.5, 'e': 0.23619999999996721}",20,14,-0.6918693324465051,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
