trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
361,False,"{'a': 0.5, 'e': 0.7833999999999838}",25,20,9.428222889022607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.7827999999999837}",25,-78,-355.8241295859166,"{0: 66, 1: 14, 2: 15, 3: 4, 4: 4}",0
363,False,"{'a': 0.5, 'e': 0.7821999999999837}",20,-19,-308.0541167597201,"{0: 24, 1: 0, 2: 8, 3: 1, 4: 6}",0
364,False,"{'a': 0.5, 'e': 0.7815999999999836}",20,16,7.83739251782112,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.7809999999999836}",20,10,-40.866279066317844,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.7803999999999836}",25,18,-10.245282186269305,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.7797999999999835}",20,2,-0.7876950571264794,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.7791999999999835}",30,-21,-341.42948969148676,"{0: 30, 1: 3, 2: 11, 3: 1, 4: 6}",0
369,False,"{'a': 0.5, 'e': 0.7785999999999834}",30,-24,-126.01420580043175,"{0: 35, 1: 7, 2: 10, 3: 2, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.7779999999999834}",25,4,-88.86846978471573,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 1}",1
371,False,"{'a': 0.5, 'e': 0.7773999999999833}",25,1,-34.118171761536814,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.7767999999999833}",25,-12,-116.89910707166325,"{0: 26, 1: 3, 2: 6, 3: 0, 4: 2}",0
373,False,"{'a': 0.5, 'e': 0.7761999999999832}",20,15,4.144429937443652,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.7755999999999832}",30,-69,-322.39753262704653,"{0: 64, 1: 11, 2: 17, 3: 4, 4: 3}",0
375,False,"{'a': 0.5, 'e': 0.7749999999999831}",20,-25,-146.59339089035228,"{0: 31, 1: 3, 2: 8, 3: 1, 4: 2}",0
376,False,"{'a': 0.5, 'e': 0.7743999999999831}",20,-3,-99.47374577262161,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 2}",0
377,False,"{'a': 0.5, 'e': 0.7737999999999831}",30,-13,-104.62773458861429,"{0: 31, 1: 3, 2: 6, 3: 2, 4: 1}",0
378,False,"{'a': 0.5, 'e': 0.773199999999983}",20,1,-48.31696784543896,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.772599999999983}",20,10,-50.240545878019915,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
380,False,"{'a': 0.5, 'e': 0.7719999999999829}",20,-34,-43.06556687818406,"{0: 42, 1: 4, 2: 7, 3: 1, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.7713999999999829}",20,-46,-233.44792376622968,"{0: 43, 1: 10, 2: 9, 3: 0, 4: 4}",0
382,False,"{'a': 0.5, 'e': 0.7707999999999828}",25,-76,-459.9287093666416,"{0: 68, 1: 8, 2: 13, 3: 4, 4: 8}",0
383,False,"{'a': 0.5, 'e': 0.7701999999999828}",20,-14,-101.12999462880413,"{0: 23, 1: 2, 2: 7, 3: 1, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.7695999999999827}",20,8,-84.85436409324659,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
385,False,"{'a': 0.5, 'e': 0.7689999999999827}",20,-4,-45.98202181014495,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.7683999999999827}",25,-54,-428.13691348566687,"{0: 48, 1: 9, 2: 13, 3: 1, 4: 8}",0
387,False,"{'a': 0.5, 'e': 0.7677999999999826}",25,10,-29.12113147976118,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.7671999999999826}",20,-36,-328.3724944046356,"{0: 37, 1: 4, 2: 7, 3: 1, 4: 7}",0
389,False,"{'a': 0.5, 'e': 0.7665999999999825}",25,19,-1.220094985099688,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.7659999999999825}",20,-9,-281.2097816371347,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 5}",0
391,False,"{'a': 0.5, 'e': 0.7653999999999824}",30,14,-38.281053618847196,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
392,False,"{'a': 0.5, 'e': 0.7647999999999824}",20,-61,-135.1831008015751,"{0: 63, 1: 4, 2: 10, 3: 2, 4: 2}",0
393,False,"{'a': 0.5, 'e': 0.7641999999999823}",25,14,0.2029112740664718,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.7635999999999823}",25,-22,-176.99809805266872,"{0: 30, 1: 3, 2: 9, 3: 4, 4: 1}",0
395,False,"{'a': 0.5, 'e': 0.7629999999999822}",25,-4,-98.38316845766889,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 2}",0
396,False,"{'a': 0.5, 'e': 0.7623999999999822}",25,9,-99.1271124253814,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 2}",1
397,False,"{'a': 0.5, 'e': 0.7617999999999822}",25,-30,-243.0408302758053,"{0: 36, 1: 5, 2: 9, 3: 1, 4: 4}",0
398,False,"{'a': 0.5, 'e': 0.7611999999999821}",20,3,-120.4779717690067,"{0: 9, 1: 1, 2: 3, 3: 3, 4: 1}",1
399,False,"{'a': 0.5, 'e': 0.7605999999999821}",20,13,-10.819116671162623,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.759999999999982}",25,12,-19.01869244521601,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.759399999999982}",20,8,-83.32474506819598,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 2}",1
402,False,"{'a': 0.5, 'e': 0.7587999999999819}",20,3,-32.83659919005076,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
403,False,"{'a': 0.5, 'e': 0.7581999999999819}",20,-22,-151.97149188018597,"{0: 26, 1: 3, 2: 10, 3: 2, 4: 1}",0
404,False,"{'a': 0.5, 'e': 0.7575999999999818}",25,-20,-182.3531987923661,"{0: 29, 1: 1, 2: 12, 3: 1, 4: 2}",0
405,False,"{'a': 0.5, 'e': 0.7569999999999818}",25,-43,-272.00437229184644,"{0: 46, 1: 5, 2: 10, 3: 3, 4: 4}",0
406,False,"{'a': 0.5, 'e': 0.7563999999999818}",20,8,-46.94019049741921,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
407,False,"{'a': 0.5, 'e': 0.7557999999999817}",20,15,6.467131760173272,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.7551999999999817}",30,-59,-177.18387364140398,"{0: 65, 1: 9, 2: 11, 3: 2, 4: 2}",0
409,False,"{'a': 0.5, 'e': 0.7545999999999816}",25,-76,-230.76108668927145,"{0: 76, 1: 9, 2: 8, 3: 5, 4: 3}",0
410,False,"{'a': 0.5, 'e': 0.7539999999999816}",20,-6,-59.04056665788976,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 1}",0
411,False,"{'a': 0.5, 'e': 0.7533999999999815}",25,-13,-58.10126615819662,"{0: 31, 1: 0, 2: 5, 3: 1, 4: 1}",0
412,False,"{'a': 0.5, 'e': 0.7527999999999815}",20,-14,-94.73342844479966,"{0: 20, 1: 8, 2: 5, 3: 0, 4: 1}",0
413,False,"{'a': 0.5, 'e': 0.7521999999999814}",35,11,-78.23677865279227,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 1}",1
414,False,"{'a': 0.5, 'e': 0.7515999999999814}",25,-58,-321.35282258079366,"{0: 57, 1: 7, 2: 12, 3: 1, 4: 6}",0
415,False,"{'a': 0.5, 'e': 0.7509999999999813}",25,-12,-96.85910775181223,"{0: 26, 1: 1, 2: 7, 3: 3, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.7503999999999813}",25,-4,-93.96821721185921,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.7497999999999813}",25,-85,-541.0230088895089,"{0: 66, 1: 13, 2: 18, 3: 6, 4: 7}",0
418,False,"{'a': 0.5, 'e': 0.7491999999999812}",20,-62,-335.75771524412033,"{0: 54, 1: 9, 2: 10, 3: 4, 4: 5}",0
419,False,"{'a': 0.5, 'e': 0.7485999999999812}",25,-4,-115.8013478612632,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 2}",0
420,False,"{'a': 0.5, 'e': 0.7479999999999811}",25,-21,-110.49742075774238,"{0: 36, 1: 2, 2: 4, 3: 2, 4: 2}",0
421,False,"{'a': 0.5, 'e': 0.7473999999999811}",30,-63,-185.91550685000163,"{0: 73, 1: 6, 2: 8, 3: 2, 4: 4}",0
422,False,"{'a': 0.5, 'e': 0.746799999999981}",20,2,-13.535293884840293,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.746199999999981}",25,-16,-129.48570814465546,"{0: 32, 1: 1, 2: 5, 3: 0, 4: 3}",0
424,False,"{'a': 0.5, 'e': 0.745599999999981}",25,-95,-405.23727170438724,"{0: 83, 1: 13, 2: 13, 3: 5, 4: 6}",0
425,False,"{'a': 0.5, 'e': 0.7449999999999809}",30,13,19.319618095978786,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.7443999999999809}",20,-20,-149.12628875566878,"{0: 26, 1: 3, 2: 9, 3: 0, 4: 2}",0
427,False,"{'a': 0.5, 'e': 0.7437999999999808}",20,-24,-138.93746412896817,"{0: 25, 1: 9, 2: 8, 3: 1, 4: 1}",0
428,False,"{'a': 0.5, 'e': 0.7431999999999808}",20,-14,-129.03566298249132,"{0: 20, 1: 6, 2: 5, 3: 2, 4: 1}",0
429,False,"{'a': 0.5, 'e': 0.7425999999999807}",20,-44,-128.12327863669552,"{0: 44, 1: 8, 2: 10, 3: 1, 4: 1}",0
430,False,"{'a': 0.5, 'e': 0.7419999999999807}",25,-8,-168.15357731051142,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 3}",0
431,False,"{'a': 0.5, 'e': 0.7413999999999806}",25,1,11.158302462142458,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.7407999999999806}",35,-17,-254.41152989321367,"{0: 33, 1: 7, 2: 6, 3: 1, 4: 5}",0
433,False,"{'a': 0.5, 'e': 0.7401999999999805}",30,-2,-195.452438365605,"{0: 17, 1: 3, 2: 7, 3: 3, 4: 2}",0
434,False,"{'a': 0.5, 'e': 0.7395999999999805}",25,8,-31.112550688372433,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.7389999999999805}",25,-41,-221.4437418422482,"{0: 47, 1: 6, 2: 8, 3: 1, 4: 4}",0
436,False,"{'a': 0.5, 'e': 0.7383999999999804}",25,-1,-85.66304225795534,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 2}",1
437,False,"{'a': 0.5, 'e': 0.7377999999999804}",20,4,-144.78647792148823,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 3}",1
438,False,"{'a': 0.5, 'e': 0.7371999999999803}",30,13,-17.62857716189764,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.7365999999999803}",35,-29,-364.9134842063213,"{0: 40, 1: 5, 2: 10, 3: 3, 4: 6}",0
440,False,"{'a': 0.5, 'e': 0.7359999999999802}",25,7,-102.80328175043434,"{0: 10, 1: 0, 2: 4, 3: 4, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.7353999999999802}",25,-11,-151.86456777505543,"{0: 24, 1: 3, 2: 6, 3: 0, 4: 3}",0
442,False,"{'a': 0.5, 'e': 0.7347999999999801}",35,-36,-86.77853635705344,"{0: 58, 1: 2, 2: 7, 3: 3, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.7341999999999801}",20,5,-8.02698905098954,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.73359999999998}",20,7,-62.331605715153415,"{0: 7, 1: 1, 2: 3, 3: 2, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.73299999999998}",30,14,-37.0665909014388,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.73239999999998}",25,2,-63.31560020981673,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.7317999999999799}",20,10,-63.51053786944939,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.7311999999999799}",20,-4,-102.97520876094603,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 2}",0
449,False,"{'a': 0.5, 'e': 0.7305999999999798}",25,-37,-185.71528877393558,"{0: 42, 1: 3, 2: 14, 3: 1, 4: 2}",0
450,False,"{'a': 0.5, 'e': 0.7299999999999798}",30,14,-36.26018202728918,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 1}",1
451,False,"{'a': 0.5, 'e': 0.7293999999999797}",20,-60,-297.9665352270433,"{0: 49, 1: 9, 2: 16, 3: 4, 4: 2}",0
452,False,"{'a': 0.5, 'e': 0.7287999999999797}",25,-35,-160.94660625518202,"{0: 41, 1: 8, 2: 7, 3: 2, 4: 2}",0
453,False,"{'a': 0.5, 'e': 0.7281999999999796}",20,14,3.629200695872795,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.7275999999999796}",25,9,-10.212167228959894,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.7269999999999796}",25,-23,-221.99457383462047,"{0: 28, 1: 6, 2: 8, 3: 4, 4: 2}",0
456,False,"{'a': 0.5, 'e': 0.7263999999999795}",30,-17,-219.11349076395263,"{0: 35, 1: 1, 2: 5, 3: 1, 4: 5}",0
457,False,"{'a': 0.5, 'e': 0.7257999999999795}",20,-27,-282.76415443373776,"{0: 28, 1: 3, 2: 11, 3: 0, 4: 5}",0
458,False,"{'a': 0.5, 'e': 0.7251999999999794}",30,22,8.292764454567898,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.7245999999999794}",20,-21,-142.45242769235884,"{0: 29, 1: 3, 2: 5, 3: 2, 4: 2}",0
460,False,"{'a': 0.5, 'e': 0.7239999999999793}",25,19,3.8605187433309096,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.7233999999999793}",30,-14,-103.79118985625209,"{0: 28, 1: 7, 2: 7, 3: 2, 4: 0}",0
462,False,"{'a': 0.5, 'e': 0.7227999999999792}",20,-10,-140.12544995533906,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
463,False,"{'a': 0.5, 'e': 0.7221999999999792}",20,10,-82.7087261489088,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 2}",1
464,False,"{'a': 0.5, 'e': 0.7215999999999791}",20,-4,-106.89736203190866,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 2}",0
465,False,"{'a': 0.5, 'e': 0.7209999999999791}",20,-30,-258.24327710342646,"{0: 26, 1: 10, 2: 9, 3: 2, 4: 3}",0
466,False,"{'a': 0.5, 'e': 0.7203999999999791}",20,-3,-3.442786190619299,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.719799999999979}",20,-3,-80.3152537230866,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 1}",0
468,False,"{'a': 0.5, 'e': 0.719199999999979}",35,17,-50.42126625035222,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.7185999999999789}",20,7,-22.166854360851374,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.7179999999999789}",20,-29,-363.40203834007133,"{0: 27, 1: 8, 2: 4, 3: 4, 4: 6}",0
471,False,"{'a': 0.5, 'e': 0.7173999999999788}",20,-47,-237.911575499955,"{0: 47, 1: 7, 2: 6, 3: 3, 4: 4}",0
472,False,"{'a': 0.5, 'e': 0.7167999999999788}",25,9,-105.32799098947119,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 3}",1
473,False,"{'a': 0.5, 'e': 0.7161999999999787}",25,12,-114.2253267848295,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 2}",1
474,False,"{'a': 0.5, 'e': 0.7155999999999787}",25,-27,-127.88190848762977,"{0: 39, 1: 4, 2: 5, 3: 2, 4: 2}",0
475,False,"{'a': 0.5, 'e': 0.7149999999999787}",30,14,-31.510521115653752,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.7143999999999786}",20,14,-12.41599838678305,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.7137999999999786}",20,14,-31.56724339390851,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
478,False,"{'a': 0.5, 'e': 0.7131999999999785}",20,-23,-7.904889522393455,"{0: 36, 1: 3, 2: 3, 3: 1, 4: 0}",0
479,False,"{'a': 0.5, 'e': 0.7125999999999785}",20,1,-61.89932880975434,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 1}",1
480,False,"{'a': 0.5, 'e': 0.7119999999999784}",20,8,-72.4267288484153,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
481,False,"{'a': 0.5, 'e': 0.7113999999999784}",25,5,-51.0897819874117,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
482,False,"{'a': 0.5, 'e': 0.7107999999999783}",25,13,-34.38862200282885,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.7101999999999783}",30,17,-5.013303083125289,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.7095999999999782}",35,-36,-282.37704922890464,"{0: 47, 1: 7, 2: 10, 3: 3, 4: 4}",0
485,False,"{'a': 0.5, 'e': 0.7089999999999782}",20,-12,-90.34573904455031,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 2}",0
486,False,"{'a': 0.5, 'e': 0.7083999999999782}",20,-13,-36.92526189426937,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 0}",0
487,False,"{'a': 0.5, 'e': 0.7077999999999781}",30,13,-41.45498113626366,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.7071999999999781}",20,-54,-510.6153361833092,"{0: 42, 1: 6, 2: 13, 3: 5, 4: 8}",0
489,False,"{'a': 0.5, 'e': 0.706599999999978}",20,3,-93.00443705695076,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 1}",1
490,False,"{'a': 0.5, 'e': 0.705999999999978}",20,3,-102.32697969317213,"{0: 9, 1: 3, 2: 2, 3: 2, 4: 1}",1
491,False,"{'a': 0.5, 'e': 0.7053999999999779}",20,-23,-102.79290371369345,"{0: 33, 1: 2, 2: 6, 3: 0, 4: 2}",0
492,False,"{'a': 0.5, 'e': 0.7047999999999779}",20,-37,-218.40084566069964,"{0: 35, 1: 7, 2: 10, 3: 3, 4: 2}",0
493,False,"{'a': 0.5, 'e': 0.7041999999999778}",20,-2,-127.68194410664978,"{0: 9, 1: 3, 2: 9, 3: 0, 4: 1}",0
494,False,"{'a': 0.5, 'e': 0.7035999999999778}",30,-43,-223.36591895153273,"{0: 48, 1: 5, 2: 16, 3: 2, 4: 2}",0
495,False,"{'a': 0.5, 'e': 0.7029999999999778}",25,-16,-81.35515956295836,"{0: 32, 1: 5, 2: 2, 3: 0, 4: 2}",0
496,False,"{'a': 0.5, 'e': 0.7023999999999777}",20,6,-37.8461974332045,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.7017999999999777}",30,14,-26.957742732178108,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
498,False,"{'a': 0.5, 'e': 0.7011999999999776}",35,2,-177.02589980931302,"{0: 17, 1: 6, 2: 6, 3: 2, 4: 2}",1
499,False,"{'a': 0.5, 'e': 0.7005999999999776}",25,14,-77.8634788891346,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
500,False,"{'a': 0.5, 'e': 0.6999999999999775}",20,-35,-216.33257626756807,"{0: 34, 1: 5, 2: 12, 3: 2, 4: 2}",0
501,False,"{'a': 0.5, 'e': 0.6993999999999775}",25,-21,-165.2838163362253,"{0: 29, 1: 5, 2: 9, 3: 1, 4: 2}",0
502,False,"{'a': 0.5, 'e': 0.6987999999999774}",25,-33,-177.61178807909243,"{0: 37, 1: 7, 2: 10, 3: 3, 4: 1}",0
503,False,"{'a': 0.5, 'e': 0.6981999999999774}",35,-3,-125.64777049505096,"{0: 26, 1: 4, 2: 5, 3: 1, 4: 2}",0
504,False,"{'a': 0.5, 'e': 0.6975999999999773}",25,17,8.27869007860357,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.6969999999999773}",20,-5,-36.674632400073996,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
506,False,"{'a': 0.5, 'e': 0.6963999999999773}",20,-70,-355.10709785972284,"{0: 59, 1: 12, 2: 11, 3: 2, 4: 6}",0
507,False,"{'a': 0.5, 'e': 0.6957999999999772}",20,-32,-229.33278067295822,"{0: 34, 1: 6, 2: 7, 3: 1, 4: 4}",0
508,False,"{'a': 0.5, 'e': 0.6951999999999772}",25,10,19.11271139500935,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.6945999999999771}",25,-54,-206.0871083708752,"{0: 50, 1: 7, 2: 20, 3: 1, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.6939999999999771}",20,-7,-62.34242198385716,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.693399999999977}",25,10,-68.77908029087254,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 1}",1
512,False,"{'a': 0.5, 'e': 0.692799999999977}",20,4,-18.652936434556846,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.692199999999977}",20,2,-15.841696126891302,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.6915999999999769}",20,-17,-68.85730391961444,"{0: 23, 1: 7, 2: 7, 3: 0, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.6909999999999769}",25,-13,-132.9988356092614,"{0: 23, 1: 5, 2: 7, 3: 2, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.6903999999999768}",25,-76,-244.796966805296,"{0: 77, 1: 6, 2: 12, 3: 1, 4: 5}",0
517,False,"{'a': 0.5, 'e': 0.6897999999999768}",25,15,-90.39216552962364,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 2}",1
518,False,"{'a': 0.5, 'e': 0.6891999999999767}",25,-15,-66.77045249432648,"{0: 30, 1: 4, 2: 4, 3: 1, 4: 1}",0
519,False,"{'a': 0.5, 'e': 0.6885999999999767}",20,-13,-143.45772397089786,"{0: 21, 1: 4, 2: 4, 3: 2, 4: 2}",0
520,False,"{'a': 0.5, 'e': 0.6879999999999766}",25,-5,-126.46877579114343,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
521,False,"{'a': 0.5, 'e': 0.6873999999999766}",20,-47,-188.13621395605648,"{0: 50, 1: 4, 2: 7, 3: 3, 4: 3}",0
522,False,"{'a': 0.5, 'e': 0.6867999999999765}",20,-1,-65.53962637810002,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 2}",1
523,False,"{'a': 0.5, 'e': 0.6861999999999765}",25,5,-11.875928373745138,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.6855999999999765}",20,-38,-78.5524329892496,"{0: 45, 1: 4, 2: 7, 3: 1, 4: 1}",0
525,False,"{'a': 0.5, 'e': 0.6849999999999764}",20,-51,-127.42544114186695,"{0: 55, 1: 6, 2: 6, 3: 2, 4: 2}",0
526,False,"{'a': 0.5, 'e': 0.6843999999999764}",30,19,-10.734975350313526,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.6837999999999763}",20,5,-0.370924569008942,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.6831999999999763}",20,8,-34.10541462107006,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
529,False,"{'a': 0.5, 'e': 0.6825999999999762}",20,-33,-110.46194569514834,"{0: 40, 1: 6, 2: 3, 3: 2, 4: 2}",0
530,False,"{'a': 0.5, 'e': 0.6819999999999762}",25,-19,-91.96186992946923,"{0: 33, 1: 2, 2: 6, 3: 2, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.6813999999999761}",25,6,-4.91736940773885,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.6807999999999761}",30,13,-44.31308489873537,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.680199999999976}",20,15,2.625160896995901,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.679599999999976}",20,-14,-49.47703862901894,"{0: 26, 1: 4, 2: 3, 3: 0, 4: 1}",0
535,False,"{'a': 0.5, 'e': 0.678999999999976}",20,-47,-254.14387756667836,"{0: 49, 1: 4, 2: 7, 3: 2, 4: 5}",0
536,False,"{'a': 0.5, 'e': 0.6783999999999759}",20,-19,-171.1151599155407,"{0: 26, 1: 2, 2: 8, 3: 0, 4: 3}",0
537,False,"{'a': 0.5, 'e': 0.6777999999999759}",30,1,-43.38705434704981,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.6771999999999758}",35,19,-8.171320858195859,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.6765999999999758}",25,-9,-87.99243262587242,"{0: 26, 1: 2, 2: 4, 3: 0, 4: 2}",0
540,False,"{'a': 0.5, 'e': 0.6759999999999757}",25,13,-46.97302496404036,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
541,False,"{'a': 0.5, 'e': 0.6753999999999757}",25,2,-85.90862432865842,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 1}",1
542,False,"{'a': 0.5, 'e': 0.6747999999999756}",20,-17,-88.23147555804903,"{0: 28, 1: 4, 2: 3, 3: 0, 4: 2}",0
